Generation:	16	Best fitness:	195.29931972789115	Average fitness:	339.79017687074827	Fitness standard deviation:	34.187813768735104	Best genome:	N9	A16	E5	A10	E3	A8	A17	E4	N3	N5	N7	A13	A9	A7	A14	A6	N6	A11	N12	A15	A12	
Generation:	256	Best fitness:	187.87074829931973	Average fitness:	340.8468911564627	Fitness standard deviation:	35.06355148985385	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	272	Best fitness:	187.87074829931973	Average fitness:	341.47774829931996	Fitness standard deviation:	33.454511363818135	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	288	Best fitness:	187.87074829931973	Average fitness:	344.2086054421771	Fitness standard deviation:	36.59308783145822	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	304	Best fitness:	187.87074829931973	Average fitness:	341.38589115646283	Fitness standard deviation:	38.02564525717465	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	320	Best fitness:	187.87074829931973	Average fitness:	340.2848911564625	Fitness standard deviation:	37.01270526454395	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	336	Best fitness:	187.87074829931973	Average fitness:	343.40646258503415	Fitness standard deviation:	34.45348982649639	Best genome:	A16	E5	A10	E3	A8	N3	E4	N5	N7	A13	A9	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	352	Best fitness:	182.87074829931973	Average fitness:	341.6051768707484	Fitness standard deviation:	36.32566965518955	Best genome:	A16	E5	A10	A13	A8	A9	E4	N3	N7	E3	N5	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	368	Best fitness:	151.87074829931973	Average fitness:	340.27774829931974	Fitness standard deviation:	37.65902266037574	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	384	Best fitness:	151.87074829931973	Average fitness:	338.3898911564627	Fitness standard deviation:	38.81691837225576	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	400	Best fitness:	151.87074829931973	Average fitness:	337.38103401360553	Fitness standard deviation:	39.55968542001583	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A14	A12	A17	A6	N6	A11	N12	A15	N9	
Generation:	416	Best fitness:	146.87074829931973	Average fitness:	343.86217687074867	Fitness standard deviation:	37.260769323945055	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	432	Best fitness:	146.87074829931973	Average fitness:	343.12789115646297	Fitness standard deviation:	39.621271343271445	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	448	Best fitness:	146.87074829931973	Average fitness:	340.9378911564626	Fitness standard deviation:	34.9315613970039	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	464	Best fitness:	146.87074829931973	Average fitness:	337.69889115646276	Fitness standard deviation:	38.32546033670578	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	480	Best fitness:	146.87074829931973	Average fitness:	340.27946258503425	Fitness standard deviation:	39.652242615889804	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	496	Best fitness:	146.87074829931973	Average fitness:	340.4664625850341	Fitness standard deviation:	35.49906371286145	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	512	Best fitness:	146.87074829931973	Average fitness:	338.88989115646257	Fitness standard deviation:	38.92306782694838	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	528	Best fitness:	146.87074829931973	Average fitness:	341.59417687074836	Fitness standard deviation:	37.890295861734785	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	544	Best fitness:	146.87074829931973	Average fitness:	343.58031972789126	Fitness standard deviation:	37.9902795061998	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	560	Best fitness:	146.87074829931973	Average fitness:	340.59703401360565	Fitness standard deviation:	37.513034399759654	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	576	Best fitness:	146.87074829931973	Average fitness:	343.4578911564628	Fitness standard deviation:	37.8901523741826	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	592	Best fitness:	146.87074829931973	Average fitness:	337.4594625850342	Fitness standard deviation:	37.04724858521472	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	608	Best fitness:	146.87074829931973	Average fitness:	340.8153197278914	Fitness standard deviation:	36.709609334197324	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	624	Best fitness:	146.87074829931973	Average fitness:	339.52160544217725	Fitness standard deviation:	40.10502998225472	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	640	Best fitness:	146.87074829931973	Average fitness:	339.8440340136055	Fitness standard deviation:	39.910119230079786	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	656	Best fitness:	146.87074829931973	Average fitness:	341.80131972789127	Fitness standard deviation:	39.82556173399908	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	672	Best fitness:	146.87074829931973	Average fitness:	341.26003401360555	Fitness standard deviation:	37.81819704932039	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	688	Best fitness:	146.87074829931973	Average fitness:	340.5654625850342	Fitness standard deviation:	37.597092655454844	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	704	Best fitness:	146.87074829931973	Average fitness:	339.54103401360567	Fitness standard deviation:	37.81573474907297	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	720	Best fitness:	146.87074829931973	Average fitness:	338.03560544217703	Fitness standard deviation:	36.85575774916731	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	736	Best fitness:	146.87074829931973	Average fitness:	339.6741768707485	Fitness standard deviation:	39.238891531910795	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	752	Best fitness:	146.87074829931973	Average fitness:	336.39346258503394	Fitness standard deviation:	38.32002575491232	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	768	Best fitness:	146.87074829931973	Average fitness:	344.8203197278915	Fitness standard deviation:	39.1706048655189	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	784	Best fitness:	146.87074829931973	Average fitness:	335.9873197278914	Fitness standard deviation:	39.63895006332091	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	800	Best fitness:	146.87074829931973	Average fitness:	337.7213197278912	Fitness standard deviation:	37.8673994418655	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	816	Best fitness:	146.87074829931973	Average fitness:	342.4506054421773	Fitness standard deviation:	39.394934803129914	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	832	Best fitness:	146.87074829931973	Average fitness:	339.24903401360535	Fitness standard deviation:	35.853804197442855	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	848	Best fitness:	146.87074829931973	Average fitness:	338.1977482993198	Fitness standard deviation:	36.305150890804484	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	E3	N7	N5	A7	A12	A14	A17	A6	N6	A11	N12	A15	N9	
Generation:	864	Best fitness:	145.87074829931973	Average fitness:	341.8648911564627	Fitness standard deviation:	36.11159475705774	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	N6	A6	A12	N5	E3	N7	A11	N12	A15	N9	
Generation:	880	Best fitness:	145.87074829931973	Average fitness:	337.7766054421768	Fitness standard deviation:	38.189179875606506	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	N6	A6	A12	N5	E3	N7	A11	N12	A15	N9	
Generation:	896	Best fitness:	145.87074829931973	Average fitness:	345.27460544217706	Fitness standard deviation:	36.077438218196065	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	N6	A6	A12	N5	E3	N7	A11	N12	A15	N9	
Generation:	912	Best fitness:	124.87074829931973	Average fitness:	342.40074829931996	Fitness standard deviation:	41.131954780701015	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	928	Best fitness:	124.87074829931973	Average fitness:	336.60860544217707	Fitness standard deviation:	39.8035430109493	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	944	Best fitness:	124.87074829931973	Average fitness:	342.6086054421771	Fitness standard deviation:	41.35150412460648	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	960	Best fitness:	124.87074829931973	Average fitness:	338.74474829931984	Fitness standard deviation:	41.65006653496904	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	976	Best fitness:	124.87074829931973	Average fitness:	335.77231972789144	Fitness standard deviation:	42.25851168434013	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	992	Best fitness:	124.87074829931973	Average fitness:	338.83417687074854	Fitness standard deviation:	35.87853262533096	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1008	Best fitness:	124.87074829931973	Average fitness:	337.6643197278913	Fitness standard deviation:	40.209519883800084	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1024	Best fitness:	124.87074829931973	Average fitness:	344.3573197278916	Fitness standard deviation:	40.179938837429695	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1040	Best fitness:	124.87074829931973	Average fitness:	336.059605442177	Fitness standard deviation:	38.194649351735656	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1056	Best fitness:	124.87074829931973	Average fitness:	342.26303401360565	Fitness standard deviation:	41.01370370388663	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1072	Best fitness:	124.87074829931973	Average fitness:	340.6033197278913	Fitness standard deviation:	39.63537999395624	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1088	Best fitness:	124.87074829931973	Average fitness:	340.31474829932	Fitness standard deviation:	38.64324212535982	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1104	Best fitness:	124.87074829931973	Average fitness:	339.9866054421771	Fitness standard deviation:	36.622698682034645	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1120	Best fitness:	124.87074829931973	Average fitness:	337.1617482993198	Fitness standard deviation:	37.85071040527077	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1136	Best fitness:	124.87074829931973	Average fitness:	340.984605442177	Fitness standard deviation:	41.537282537891805	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1152	Best fitness:	124.87074829931973	Average fitness:	338.5373197278913	Fitness standard deviation:	41.28468729419653	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1168	Best fitness:	124.87074829931973	Average fitness:	338.19074829931975	Fitness standard deviation:	39.33477248606648	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1184	Best fitness:	124.87074829931973	Average fitness:	334.94989115646257	Fitness standard deviation:	41.4631114842963	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1200	Best fitness:	124.87074829931973	Average fitness:	342.21774829931996	Fitness standard deviation:	37.103379503649485	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1216	Best fitness:	124.87074829931973	Average fitness:	339.51174829932	Fitness standard deviation:	38.53533714392438	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1232	Best fitness:	124.87074829931973	Average fitness:	341.5723197278913	Fitness standard deviation:	38.315575316264365	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1248	Best fitness:	124.87074829931973	Average fitness:	341.9888911564627	Fitness standard deviation:	38.9016587105045	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1264	Best fitness:	124.87074829931973	Average fitness:	338.50546258503414	Fitness standard deviation:	39.359169445100875	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1280	Best fitness:	124.87074829931973	Average fitness:	338.89674829932005	Fitness standard deviation:	40.64789174842696	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1296	Best fitness:	124.87074829931973	Average fitness:	339.1593197278915	Fitness standard deviation:	38.05601907392708	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1312	Best fitness:	124.87074829931973	Average fitness:	337.0211768707483	Fitness standard deviation:	38.84089854542924	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1328	Best fitness:	124.87074829931973	Average fitness:	335.9970340136055	Fitness standard deviation:	39.868817784205795	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1344	Best fitness:	124.87074829931973	Average fitness:	340.0444625850341	Fitness standard deviation:	39.01228768854599	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1360	Best fitness:	124.87074829931973	Average fitness:	336.1863197278915	Fitness standard deviation:	39.711917534479575	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1376	Best fitness:	124.87074829931973	Average fitness:	342.9140340136055	Fitness standard deviation:	38.76340879026014	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1392	Best fitness:	124.87074829931973	Average fitness:	341.5997482993199	Fitness standard deviation:	41.026355290078534	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1408	Best fitness:	124.87074829931973	Average fitness:	337.4354625850342	Fitness standard deviation:	40.42092517067194	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1424	Best fitness:	124.87074829931973	Average fitness:	336.27574829931973	Fitness standard deviation:	41.13710291481998	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1440	Best fitness:	124.87074829931973	Average fitness:	337.7553197278913	Fitness standard deviation:	42.09847656752109	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1456	Best fitness:	124.87074829931973	Average fitness:	345.11060544217725	Fitness standard deviation:	34.2037118044823	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1472	Best fitness:	124.87074829931973	Average fitness:	344.39474829932004	Fitness standard deviation:	37.05124376881735	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1488	Best fitness:	124.87074829931973	Average fitness:	341.3608911564626	Fitness standard deviation:	37.93491021527291	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1504	Best fitness:	124.87074829931973	Average fitness:	339.73446258503407	Fitness standard deviation:	36.34628742908347	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1520	Best fitness:	124.87074829931973	Average fitness:	336.53003401360553	Fitness standard deviation:	41.27863705406002	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1536	Best fitness:	124.87074829931973	Average fitness:	338.39417687074825	Fitness standard deviation:	39.922581279271014	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	A12	A6	N7	E3	N6	N5	A11	N12	A15	N9	
Generation:	1552	Best fitness:	123.87074829931973	Average fitness:	337.6773197278913	Fitness standard deviation:	39.114066858408904	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1568	Best fitness:	123.87074829931973	Average fitness:	338.4603197278914	Fitness standard deviation:	37.54285977141761	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1584	Best fitness:	123.87074829931973	Average fitness:	340.3886054421772	Fitness standard deviation:	42.11925614567886	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1600	Best fitness:	123.87074829931973	Average fitness:	342.12989115646275	Fitness standard deviation:	36.72729836211196	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1616	Best fitness:	123.87074829931973	Average fitness:	338.60703401360547	Fitness standard deviation:	41.59117888324348	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1632	Best fitness:	123.87074829931973	Average fitness:	342.2904625850341	Fitness standard deviation:	41.47765785507732	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1648	Best fitness:	123.87074829931973	Average fitness:	342.2811768707485	Fitness standard deviation:	37.86702104842196	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1664	Best fitness:	123.87074829931973	Average fitness:	340.3473197278912	Fitness standard deviation:	39.45124800902232	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1680	Best fitness:	123.87074829931973	Average fitness:	340.2748911564629	Fitness standard deviation:	36.504087151373916	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1696	Best fitness:	123.87074829931973	Average fitness:	337.80031972789124	Fitness standard deviation:	37.466366509286196	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1712	Best fitness:	123.87074829931973	Average fitness:	340.8551768707486	Fitness standard deviation:	38.201757390658	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1728	Best fitness:	123.87074829931973	Average fitness:	342.6503197278912	Fitness standard deviation:	38.8245255305647	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
Generation:	1744	Best fitness:	123.87074829931973	Average fitness:	339.04689115646295	Fitness standard deviation:	39.45049833134985	Best genome:	A16	E5	A10	A8	A13	A9	N3	E4	A7	A14	A17	E3	N6	N7	A6	A12	N5	A11	N12	A15	N9	
